labnumber,Sbox,date,sd,diff,Lat,Long,Country,Site,SiteID,Source
Tx-4761,10,2480,60,0.024193548,31.366667,-100.5,USA,41TG91,74,TARL
Tx-4764,10,2540,80,0.031496063,31.366667,-100.5,USA,41TG91,74,CARD
Tx-4764A,10,2540,80,0.031496063,31.366667,-100.5,USA,41TG91,74,TARL
Tx-4764B,10,2910,270,0.092783505,31.366667,-100.5,USA,41TG91,74,TARL
Beta-147209,8,1460,40,0.02739726,31.5,-111.5,USA,DD:1:75,75,CARD
Beta-147210,8,700,40,0.057142857,31.5,-111.5,USA,DD:2:53,76,CARD
Beta-147211,8,670,40,0.059701493,31.5,-111.5,USA,DD:2:53,76,CARD
A-89A,8,3180,300,0.094339623,31.5,-110.5,USA,EE:2:35,88,CARD
A-89B,8,2620,200,0.076335878,31.5,-110.5,USA,EE:2:35,88,CARD
A-89C,8,2520,300,0.119047619,31.5,-110.5,USA,EE:2:35,88,CARD
Tx-6165,10,7530,150,0.019920319,31.5,-101.5,USA,41RG13,100,CARD
Beta-142727,8,1190,50,0.042016807,32.5,-112.5,USA,Z:,420,CARD
Beta-142728,8,1620,50,0.030864198,32.5,-112.5,USA,Z:,420,CARD
Beta-208379,8,1900,40,0.021052632,32.5,-112.5,USA,Z:,420,CARD
Beta-217124,8,1370,40,0.02919708,32.5,-112.5,USA,Z:,420,CARD
Beta-217125,8,2380,40,0.016806723,32.5,-112.5,USA,Z:,420,CARD
Beta-248529,8,1380,40,0.028985507,32.5,-112.5,USA,Z:,420,CARD
Beta-275052,8,560,40,0.071428571,32.5,-112.5,USA,Z:,420,CARD
Beta-362394,8,1230,30,0.024390244,32.5,-112.5,USA,Z:,420,CARD
Beta-362395,8,1560,30,0.019230769,32.5,-112.5,USA,Z:,420,CARD
Beta-362396,8,1600,30,0.01875,32.5,-112.5,USA,Z:,420,CARD
Beta-362397,8,1560,30,0.019230769,32.5,-112.5,USA,Z:,420,CARD
C-519,8,2463,310,0.125862769,32.5,-112.5,USA,Z:,420,CARD
Beta-168792,8,1440,70,0.048611111,32.5,-111.5,USA,AA:12:111,438,CARD
Beta-183643,8,1340,40,0.029850746,32.5,-111.5,USA,AA:12:170,439,CARD
Beta-200130,8,1630,40,0.024539877,32.5,-111.5,USA,AA:12:252,442,CARD
Beta-208862,8,1350,40,0.02962963,32.5,-111.5,USA,AA:12:252,442,CARD
Beta-260053,8,770,40,0.051948052,32.5,-111.5,USA,AA:12:312,444,CARD
Beta-260054,8,1400,40,0.028571429,32.5,-111.5,USA,AA:12:312,444,CARD
Beta-260056,8,670,40,0.059701493,32.5,-111.5,USA,AA:12:312,444,CARD
Beta-275670,8,590,40,0.06779661,32.5,-111.5,USA,AA:12:312,444,CARD
Beta-154669,8,2380,40,0.016806723,32.5,-111.5,USA,AA:12:374,445,CARD
Beta-193388,8,2890,40,0.01384083,32.5,-111.5,USA,AA:12:51,450,CARD
Beta-208857,8,1490,40,0.026845638,32.5,-111.5,USA,AA:12:51,450,CARD
Beta-208858,8,2840,40,0.014084507,32.5,-111.5,USA,AA:12:51,450,CARD
Beta-208859,8,2790,40,0.014336918,32.5,-111.5,USA,AA:12:51,450,CARD
Beta-208861,8,2850,40,0.014035088,32.5,-111.5,USA,AA:12:51,450,CARD
Beta-183646,8,1450,40,0.027586207,32.5,-111.5,USA,AA:12:83,455,CARD
Beta-191669,8,1340,30,0.02238806,32.5,-111.5,USA,AA:12:85,456,CARD
Beta-328497,8,450,30,0.066666667,32.5,-111.5,USA,AA:12:890,457,CARD
Beta-295401,8,2100,30,0.014285714,32.5,-111.5,USA,AA:12:91,459,CARD
Beta-295402,8,2090,30,0.014354067,32.5,-111.5,USA,AA:12:91,459,CARD
Beta-295403,8,2200,30,0.013636364,32.5,-111.5,USA,AA:12:91,459,CARD
Beta-295404,8,2180,30,0.013761468,32.5,-111.5,USA,AA:12:91,459,CARD
Beta-295405,8,1260,30,0.023809524,32.5,-111.5,USA,AA:12:91,459,CARD
Beta-295406,8,2110,30,0.014218009,32.5,-111.5,USA,AA:12:91,459,CARD
Beta-295407,8,2570,30,0.011673152,32.5,-111.5,USA,AA:12:91,459,CARD
Beta-295408,8,2120,30,0.014150943,32.5,-111.5,USA,AA:12:91,459,CARD
Beta-296995,8,2220,30,0.013513514,32.5,-111.5,USA,AA:12:91,459,CARD
Beta-305519,8,2550,30,0.011764706,32.5,-111.5,USA,AA:12:91,459,CARD
Beta-305521,8,2140,30,0.014018692,32.5,-111.5,USA,AA:12:91,459,CARD
Beta-305523,8,2160,30,0.013888889,32.5,-111.5,USA,AA:12:91,459,CARD
Beta-305524,8,2210,30,0.013574661,32.5,-111.5,USA,AA:12:91,459,CARD
Beta-305525,8,2210,40,0.018099548,32.5,-111.5,USA,AA:12:91,459,CARD
Beta-161847,8,1430,50,0.034965035,32.5,-111.5,USA,AA:12:92,460,CARD
Beta-161848,8,680,40,0.058823529,32.5,-111.5,USA,AA:12:92,460,CARD
Beta-161850,8,3730,40,0.010723861,32.5,-111.5,USA,AA:12:92,460,CARD
Beta-161853,8,4080,50,0.012254902,32.5,-111.5,USA,AA:12:92,460,CARD
Beta-203476,8,2490,40,0.016064257,32.5,-111.5,USA,AA:12:96,461,CARD
Beta-203477,8,2550,40,0.015686275,32.5,-111.5,USA,AA:12:96,461,CARD
Beta-377669,8,1250,30,0.024,32.5,-111.5,USA,AA:14:2,462,CARD
Beta-377671,8,1030,30,0.029126214,32.5,-111.5,USA,AA:14:25,463,CARD
Beta-377664,8,900,30,0.033333333,32.5,-111.5,USA,AA:14:34,464,CARD
Beta-377665,8,830,30,0.036144578,32.5,-111.5,USA,AA:14:36,465,CARD
Beta-377666,8,840,30,0.035714286,32.5,-111.5,USA,AA:14:38,466,CARD
Beta-325981,8,930,30,0.032258065,32.5,-111.5,USA,AA:14:39,467,CARD
Beta-325982,8,230,30,0.130434783,32.5,-111.5,USA,AA:14:39,467,CARD
Beta-325983,8,440,30,0.068181818,32.5,-111.5,USA,AA:14:39,467,CARD
Beta-325984,8,130,30,0.230769231,32.5,-111.5,USA,AA:14:39,467,CARD
Beta-325986,8,2420,30,0.012396694,32.5,-111.5,USA,AA:14:39,467,CARD
Beta-325987,8,220,30,0.136363636,32.5,-111.5,USA,AA:14:39,467,CARD
Beta-325988,8,2780,30,0.010791367,32.5,-111.5,USA,AA:14:39,467,CARD
Beta-325989,8,180,30,0.166666667,32.5,-111.5,USA,AA:14:39,467,CARD
Beta-325990,8,200,30,0.15,32.5,-111.5,USA,AA:14:39,467,CARD
Beta-325994,8,640,30,0.046875,32.5,-111.5,USA,AA:14:39,467,CARD
Beta-160621,8,1330,40,0.030075188,32.5,-111.5,USA,AA:16:410,469,CARD
Beta-160624,8,1250,40,0.032,32.5,-111.5,USA,AA:16:410,469,CARD
Beta-247471,8,3440,40,0.011627907,32.5,-111.5,USA,AA:16:468,470,CARD
Beta-247472,8,300,40,0.133333333,32.5,-111.5,USA,AA:16:468,470,CARD
Beta-247473,8,2450,40,0.016326531,32.5,-111.5,USA,AA:16:468,470,CARD
Beta-247474,8,2470,40,0.016194332,32.5,-111.5,USA,AA:16:468,470,CARD
AA-673,8,4300,310,0.072093023,32.5,-111.5,USA,AA:3:16,474,CARD
AA-675,8,4000,220,0.055,32.5,-111.5,USA,AA:3:16,474,CARD
Beta-356090,8,1410,30,0.021276596,32.5,-111.5,USA,AA:8:351,486,CARD
Beta-356091,8,1670,30,0.017964072,32.5,-111.5,USA,AA:8:351,486,CARD
Beta-360265,8,1380,30,0.02173913,32.5,-111.5,USA,AA:8:351,486,CARD
Beta-360266,8,810,30,0.037037037,32.5,-111.5,USA,AA:8:351,486,CARD
Beta-195810,8,630,40,0.063492063,32.5,-110.5,USA,BB:13:1,489,CARD
Beta-195811,8,580,40,0.068965517,32.5,-110.5,USA,BB:13:1,489,CARD
Beta-355947,8,1550,30,0.019354839,32.5,-110.5,USA,BB:13:111,490,CARD
Beta-355948,8,1600,30,0.01875,32.5,-110.5,USA,BB:13:111,490,CARD
Beta-355949,8,1540,30,0.019480519,32.5,-110.5,USA,BB:13:111,490,CARD
Beta-355950,8,1580,30,0.018987342,32.5,-110.5,USA,BB:13:111,490,CARD
Beta-355951,8,1500,30,0.02,32.5,-110.5,USA,BB:13:111,490,CARD
Beta-355952,8,1510,30,0.01986755,32.5,-110.5,USA,BB:13:111,490,CARD
Beta-355953,8,1520,30,0.019736842,32.5,-110.5,USA,BB:13:111,490,CARD
Beta-355954,8,1530,30,0.019607843,32.5,-110.5,USA,BB:13:111,490,CARD
Beta-355955,8,1530,30,0.019607843,32.5,-110.5,USA,BB:13:111,490,CARD
Beta-360519,8,1570,30,0.01910828,32.5,-110.5,USA,BB:13:111,490,CARD
Beta-360520,8,1530,30,0.019607843,32.5,-110.5,USA,BB:13:111,490,CARD
Beta-360521,8,1600,30,0.01875,32.5,-110.5,USA,BB:13:111,490,CARD
Beta-360522,8,1610,30,0.01863354,32.5,-110.5,USA,BB:13:111,490,CARD
Beta-227659,8,1330,40,0.030075188,32.5,-110.5,USA,BB:13:13,491,CARD
Beta-227660,8,2380,40,0.016806723,32.5,-110.5,USA,BB:13:13,491,CARD
Beta-155367,8,2200,40,0.018181818,32.5,-110.5,USA,BB:13:17,493,CARD
Beta-155368,8,2290,40,0.017467249,32.5,-110.5,USA,BB:13:17,493,CARD
Beta-155369,8,2120,40,0.018867925,32.5,-110.5,USA,BB:13:17,493,CARD
Beta-155370,8,2230,40,0.01793722,32.5,-110.5,USA,BB:13:17,493,CARD
Beta-155371,8,1530,40,0.026143791,32.5,-110.5,USA,BB:13:17,493,CARD
Beta-191360,8,1560,40,0.025641026,32.5,-110.5,USA,BB:13:17,493,CARD
Beta-191361,8,1450,40,0.027586207,32.5,-110.5,USA,BB:13:17,493,CARD
Beta-191362,8,1400,40,0.028571429,32.5,-110.5,USA,BB:13:17,493,CARD
Beta-191363,8,900,40,0.044444444,32.5,-110.5,USA,BB:13:17,493,CARD
Beta-191364,8,1190,40,0.033613445,32.5,-110.5,USA,BB:13:17,493,CARD
Beta-191365,8,1230,40,0.032520325,32.5,-110.5,USA,BB:13:17,493,CARD
Beta-191366,8,1160,40,0.034482759,32.5,-110.5,USA,BB:13:17,493,CARD
Beta-191369,8,1120,40,0.035714286,32.5,-110.5,USA,BB:13:17,493,CARD
Beta-191370,8,1130,40,0.03539823,32.5,-110.5,USA,BB:13:17,493,CARD
Beta-191371,8,1160,40,0.034482759,32.5,-110.5,USA,BB:13:17,493,CARD
Beta-191372,8,1160,40,0.034482759,32.5,-110.5,USA,BB:13:17,493,CARD
Beta-191374,8,970,40,0.041237113,32.5,-110.5,USA,BB:13:17,493,CARD
Beta-191375,8,1100,40,0.036363636,32.5,-110.5,USA,BB:13:17,493,CARD
Beta-191376,8,1430,40,0.027972028,32.5,-110.5,USA,BB:13:17,493,CARD
Beta-191377,8,2100,40,0.019047619,32.5,-110.5,USA,BB:13:17,493,CARD
Beta-191378,8,980,40,0.040816327,32.5,-110.5,USA,BB:13:17,493,CARD
Beta-191379,8,980,40,0.040816327,32.5,-110.5,USA,BB:13:17,493,CARD
Beta-191380,8,1070,40,0.037383178,32.5,-110.5,USA,BB:13:17,493,CARD
Beta-191381,8,1110,40,0.036036036,32.5,-110.5,USA,BB:13:17,493,CARD
Beta-237496,8,1290,40,0.031007752,32.5,-110.5,USA,BB:13:471,496,CARD
Beta-237497,8,2190,50,0.02283105,32.5,-110.5,USA,BB:13:471,496,CARD
Beta-237498,8,2010,60,0.029850746,32.5,-110.5,USA,BB:13:471,496,CARD
Beta-237499,8,1230,50,0.040650407,32.5,-110.5,USA,BB:13:471,496,CARD
Beta-242210,8,1940,40,0.020618557,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-244127,8,190,40,0.210526316,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-244129,8,2440,40,0.016393443,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-244130,8,2160,40,0.018518519,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-244131,8,190,40,0.210526316,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-244132,8,2520,40,0.015873016,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-244133,8,1560,40,0.025641026,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-244976,8,250,40,0.16,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-244977,8,2440,40,0.016393443,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-244978,8,2430,40,0.016460905,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-244979,8,2410,40,0.01659751,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-244980,8,1570,40,0.025477707,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-246105,8,2050,40,0.019512195,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-246106,8,490,40,0.081632653,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-246107,8,2460,40,0.016260163,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-246108,8,2200,40,0.018181818,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-248794,8,2300,40,0.017391304,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-248795,8,2430,40,0.016460905,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-248796,8,2200,40,0.018181818,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-248797,8,2470,40,0.016194332,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-248798,8,2470,40,0.016194332,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-248799,8,2470,40,0.016194332,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-248800,8,2410,40,0.01659751,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-257628,8,820,40,0.048780488,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-257629,8,1630,40,0.024539877,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-257630,8,1680,40,0.023809524,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-257631,8,2220,40,0.018018018,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-257632,8,1380,40,0.028985507,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-257633,8,1660,40,0.024096386,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-257634,8,1720,40,0.023255814,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-257635,8,1670,40,0.023952096,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-257636,8,1480,40,0.027027027,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-257637,8,1400,40,0.028571429,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-257638,8,610,40,0.06557377,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-258871,8,2420,40,0.016528926,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-258872,8,2230,40,0.01793722,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-258873,8,1660,40,0.024096386,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-348209,8,1560,30,0.019230769,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-348210,8,3130,30,0.009584665,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-348211,8,3470,30,0.008645533,32.5,-110.5,USA,BB:13:6,497,CARD
Beta-373816,8,1620,30,0.018518519,32.5,-110.5,USA,BB:13:642,498,CARD
Beta-397651,8,1540,30,0.019480519,32.5,-110.5,USA,BB:13:794,500,CARD
Beta-397652,8,1050,30,0.028571429,32.5,-110.5,USA,BB:13:794,500,CARD
Beta-397653,8,1560,30,0.019230769,32.5,-110.5,USA,BB:13:794,500,CARD
Beta-397654,8,1470,30,0.020408163,32.5,-110.5,USA,BB:13:794,500,CARD
Beta-397655,8,1020,30,0.029411765,32.5,-110.5,USA,BB:13:794,500,CARD
Beta-397656,8,1080,30,0.027777778,32.5,-110.5,USA,BB:13:794,500,CARD
Beta-369707,8,2090,30,0.014354067,32.5,-110.5,USA,BB:13:96,501,CARD
Beta-369708,8,1960,30,0.015306122,32.5,-110.5,USA,BB:13:96,501,CARD
Beta-369709,8,1990,30,0.015075377,32.5,-110.5,USA,BB:13:96,501,CARD
Beta-272879,8,1170,40,0.034188034,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-272880,8,820,40,0.048780488,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-272881,8,870,40,0.045977011,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-272882,8,970,40,0.041237113,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-272883,8,920,40,0.043478261,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-272884,8,830,40,0.048192771,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-272885,8,1290,40,0.031007752,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-272886,8,930,40,0.043010753,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-272887,8,850,40,0.047058824,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-272888,8,860,40,0.046511628,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-272890,8,990,40,0.04040404,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-272891,8,1240,40,0.032258065,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-272892,8,840,40,0.047619048,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-272893,8,910,40,0.043956044,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-272894,8,930,40,0.043010753,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-272895,8,860,40,0.046511628,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-272896,8,1410,40,0.028368794,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-272897,8,1260,40,0.031746032,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-272898,8,920,40,0.043478261,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-272899,8,1320,40,0.03030303,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-272900,8,920,40,0.043478261,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-272901,8,1310,40,0.030534351,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-272902,8,1260,40,0.031746032,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-272903,8,850,40,0.047058824,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-272904,8,1320,40,0.03030303,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-272905,8,1220,40,0.032786885,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-272906,8,1380,40,0.028985507,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-272907,8,1310,40,0.030534351,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-272908,8,1280,40,0.03125,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-275657,8,780,40,0.051282051,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-275658,8,860,40,0.046511628,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-275659,8,1200,40,0.033333333,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-275660,8,1650,40,0.024242424,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-275661,8,710,40,0.056338028,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-275662,8,570,40,0.070175439,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-275663,8,1410,40,0.028368794,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-275664,8,890,40,0.04494382,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-275665,8,1310,40,0.030534351,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-275666,8,770,40,0.051948052,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-275667,8,3160,40,0.012658228,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-275668,8,810,40,0.049382716,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-275669,8,830,40,0.048192771,32.5,-110.5,USA,BB:9:88,505,CARD
Beta-148274,9,790,40,0.050632911,32.5,-109.5,USA,CC:2:235,507,CARD
Beta-144573,9,880,40,0.045454545,32.5,-109.5,USA,CC:2:289,508,CARD
Beta-144575,9,970,40,0.041237113,32.5,-109.5,USA,CC:2:289,508,CARD
Beta-144576,9,750,40,0.053333333,32.5,-109.5,USA,CC:2:289,508,CARD
Beta-148275,9,1250,40,0.032,32.5,-109.5,USA,CC:2:289,508,CARD
Beta-148276,9,1940,40,0.020618557,32.5,-109.5,USA,CC:2:289,508,CARD
Beta-148277,9,1320,40,0.03030303,32.5,-109.5,USA,CC:2:289,508,CARD
Beta-148278,9,1090,40,0.036697248,32.5,-109.5,USA,CC:2:289,508,CARD
Beta-148279,9,1480,40,0.027027027,32.5,-109.5,USA,CC:2:289,508,CARD
Beta-148280,9,1070,40,0.037383178,32.5,-109.5,USA,CC:2:289,508,CARD
Beta-148281,9,850,40,0.047058824,32.5,-109.5,USA,CC:2:290,509,CARD
Beta-148282,9,670,40,0.059701493,32.5,-109.5,USA,CC:2:291,510,CARD
Beta-144577,9,1960,40,0.020408163,32.5,-109.5,USA,CC:2:296,511,CARD
Beta-144578,9,1820,40,0.021978022,32.5,-109.5,USA,CC:2:296,511,CARD
Beta-148283,9,1980,40,0.02020202,32.5,-109.5,USA,CC:2:296,511,CARD
Beta-148284,9,1830,40,0.021857923,32.5,-109.5,USA,CC:2:296,511,CARD
Beta-148285,9,1840,40,0.02173913,32.5,-109.5,USA,CC:2:296,511,CARD
Beta-144582,9,600,40,0.066666667,32.5,-109.5,USA,CC:2:297,512,CARD
Beta-144583,9,2350,50,0.021276596,32.5,-109.5,USA,CC:2:297,512,CARD
Beta-148286,9,1060,40,0.037735849,32.5,-109.5,USA,CC:2:297,512,CARD
Beta-59829,10,790,80,0.101265823,33.166667,-101.5,USA,41GR559,749,TARL
Beta-59830,10,950,60,0.063157895,33.166667,-101.5,USA,41GR559,749,TARL
Beta-59831,10,1320,110,0.083333333,33.166667,-101.5,USA,41GR559,749,TARL
GX-14448,10,815,190,0.233128834,33.166667,-101.5,USA,41GR559,749,TARL
GX-14449,10,1155,210,0.181818182,33.166667,-101.5,USA,41GR559,749,TARL
Beta-167789,8,780,40,0.051282051,33.5,-112.5,USA,T:12:131,837,CARD
Beta-167790,8,710,40,0.056338028,33.5,-112.5,USA,T:12:131,837,CARD
Beta-351738,8,1250,30,0.024,33.5,-112.5,USA,T:12:131,837,CARD
Beta-398243,8,1470,30,0.020408163,33.5,-112.5,USA,T:12:148,838,CARD
Beta-398244,8,1370,30,0.02189781,33.5,-112.5,USA,T:12:148,838,CARD
Beta-398245,8,160,30,0.1875,33.5,-112.5,USA,T:12:148,838,CARD
Beta-398247,8,1320,30,0.022727273,33.5,-112.5,USA,T:12:148,838,CARD
Beta-398248,8,1290,30,0.023255814,33.5,-112.5,USA,T:12:148,838,CARD
Beta-398249,8,1300,30,0.023076923,33.5,-112.5,USA,T:12:148,838,CARD
Beta-402315,8,1470,30,0.020408163,33.5,-112.5,USA,T:12:148,838,CARD
Beta-8228,8,1290,80,0.062015504,33.5,-112.5,USA,T:12:37(ASU),839,CARD
Beta-167791,8,1100,40,0.036363636,33.5,-112.5,USA,T:12:62,840,CARD
Beta-167792,8,930,50,0.053763441,33.5,-112.5,USA,T:12:62,840,CARD
Beta-167794,8,1020,40,0.039215686,33.5,-112.5,USA,T:12:62,840,CARD
Beta-167795,8,1130,40,0.03539823,33.5,-112.5,USA,T:12:62,840,CARD
Beta-167796,8,1210,40,0.033057851,33.5,-112.5,USA,T:12:62,840,CARD
Beta-167797,8,1160,40,0.034482759,33.5,-112.5,USA,T:12:62,840,CARD
Beta-167798,8,1250,40,0.032,33.5,-112.5,USA,T:12:62,840,CARD
Beta-167799,8,1090,40,0.036697248,33.5,-112.5,USA,T:12:62,840,CARD
Beta-167800,8,1150,40,0.034782609,33.5,-112.5,USA,T:12:62,840,CARD
Beta-167801,8,1250,60,0.048,33.5,-112.5,USA,T:12:62,840,CARD
Beta-167802,8,1130,40,0.03539823,33.5,-112.5,USA,T:12:62,840,CARD
Beta-258787,8,1190,40,0.033613445,33.5,-112.5,USA,T:13:18,842,CARD
Beta-258788,8,1080,40,0.037037037,33.5,-112.5,USA,T:13:18,842,CARD
Beta-258789,8,790,40,0.050632911,33.5,-112.5,USA,T:13:18,842,CARD
Beta-258790,8,1120,40,0.035714286,33.5,-112.5,USA,T:13:18,842,CARD
Beta-258791,8,990,40,0.04040404,33.5,-112.5,USA,T:13:18,842,CARD
Beta-258792,8,920,40,0.043478261,33.5,-112.5,USA,T:13:18,842,CARD
Beta-258793,8,830,40,0.048192771,33.5,-112.5,USA,T:13:18,842,CARD
Beta-258794,8,1000,40,0.04,33.5,-112.5,USA,T:13:18,842,CARD
Beta-258795,8,1110,40,0.036036036,33.5,-112.5,USA,T:13:18,842,CARD
Beta-258796,8,1000,40,0.04,33.5,-112.5,USA,T:13:18,842,CARD
Beta-263560,8,1150,40,0.034782609,33.5,-112.5,USA,T:13:18,842,CARD
Beta-263561,8,1060,40,0.037735849,33.5,-112.5,USA,T:13:18,842,CARD
Beta-263562,8,1090,60,0.055045872,33.5,-112.5,USA,T:13:18,842,CARD
Beta-263563,8,930,40,0.043010753,33.5,-112.5,USA,T:13:18,842,CARD
Beta-263564,8,930,40,0.043010753,33.5,-112.5,USA,T:13:18,842,CARD
Beta-263565,8,1090,40,0.036697248,33.5,-112.5,USA,T:13:18,842,CARD
Beta-263566,8,860,60,0.069767442,33.5,-112.5,USA,T:13:18,842,CARD
Beta-263567,8,1020,60,0.058823529,33.5,-112.5,USA,T:13:18,842,CARD
Beta-263568,8,930,60,0.064516129,33.5,-112.5,USA,T:13:18,842,CARD
Beta-263569,8,830,50,0.060240964,33.5,-112.5,USA,T:13:18,842,CARD
Aeon-680,8,3915,15,0.003831418,33.5,-112.5,USA,T:7:419,844,CARD
Beta-232210,8,1280,40,0.03125,33.5,-111.5,USA,U:10:172,851,CARD
Beta-232211,8,1250,40,0.032,33.5,-111.5,USA,U:10:172,851,CARD
Beta-232207,8,1230,40,0.032520325,33.5,-111.5,USA,U:10:6,853,CARD
Beta-232208,8,1240,40,0.032258065,33.5,-111.5,USA,U:10:6,853,CARD
A-1072,8,1540,70,0.045454545,33.5,-111.5,USA,U:13:1,854,CARD
Beta-375253,8,960,30,0.03125,33.5,-111.5,USA,U:9:2,871,CARD
Beta-300197,8,1250,30,0.024,33.5,-111.5,USA,U:9:299,873,CARD
SMU-1090,10,1270,40,0.031496063,33.620556,-101.892222,USA,41LU1,884,CARD
SMU-1092,10,1740,50,0.028735632,33.620556,-101.892222,USA,41LU1,884,CARD
SMU-1093,10,5220,50,0.009578544,33.620556,-101.892222,USA,41LU1,884,CARD
SMU-1094,10,6240,40,0.006410256,33.620556,-101.892222,USA,41LU1,884,CARD
SMU-1177,10,1550,50,0.032258065,33.620556,-101.892222,USA,41LU1,884,CARD
SMU-1191,10,2070,130,0.062801932,33.620556,-101.892222,USA,41LU1,884,CARD
SMU-1200,10,5270,150,0.028462998,33.620556,-101.892222,USA,41LU1,884,CARD
SMU-367,10,7040,600,0.085227273,33.620556,-101.892222,USA,41LU1,884,TARL
SMU-847,10,7220,60,0.008310249,33.620556,-101.892222,USA,41LU1,884,TARL
SMU-893,10,450,50,0.111111111,33.620556,-101.892222,USA,41LU1,884,TARL
Tx-1481,11,1070,50,0.046728972,34.066198,-95.447808,USA,34Ch53,1036,Erick
Tx-1482,11,880,40,0.045454545,34.066198,-95.447808,USA,34Ch53,1036,Erick
Tx-1777,11,910,90,0.098901099,34.066198,-95.447808,USA,34Ch53,1036,Erick
Tx-1778,11,470,80,0.170212766,34.066198,-95.447808,USA,34Ch53,1036,Erick
Tx-1779,11,1280,120,0.09375,34.066198,-95.447808,USA,34Ch53,1036,Erick
Tx-479,12,560,90,0.160714286,34.18095124,-94.69624384,USA,34Mc1,1046,Erick
